,Airport,City,Country,Code
7477,Keetmanshoop Airport,Keetmanshoop,Namibia,KMP
7480,Kangding Airport,Kangding,China,KGT
7483,Velikiy Ustyug Airport,Veliky Ustyug,Russia,VUS
7484,Iowa City Municipal Airport,Iowa City,United States,IOW
7485,Turpan Jiaohe Airport,Turpan,China,TLQ
7494,Lee Airport,Annapolis,United States,ANP
7501,Ndutu,Ndutu,Tanzania,DUU
7502,Cuamba Airport,Cuamba,Mozambique,FXO
7503,Bodaybo Airport,Bodaibo,Russia,ODO
7505,Zhytomyr Airport,Zhytomyr,Ukraine,ZTR
7508,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,HRI
7509,Pecos Municipal Airport,Pecos,United States,PEQ
7510,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,HBG
7511,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ
7513,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC
7517,Chan Gurney Municipal Airport,Yankton,United States,YKN
7518,Selfield Airport,Selma Alabama,United States,SES
7520,Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB
7521,Dalma Airport,Dalma Island,United Arab Emirates,ZDY
7522,Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM
7523,Playa del Carmen Airport,Playa del Carmen,Mexico,PCM
7525,Kratie Airport,Kratie,Cambodia,KTI
7530,Guyuan Liupanshan Airport,Guyuan,China,GYU
7533,Changhai Airport,Changhai,China,CNI
7534,Redhill Aerodrome,Redhill,United Kingdom,KRH
7538,Jiagedaqi Airport,Jiagedaqi District,China,JGD
7539,Chinchilla Airport,Chinchilla,Australia,CCL
7540,Frazier Lake Airpark,Hollister,United States,1C9
7541,Hayward Executive Airport,Hayward,United States,HWD
7542,Motueka Airport,Motueka,New Zealand,MZP
7543,Shute Harbour Airport,Shute Harbour,Australia,JHQ
7548,Ann Arbor Municipal Airport,Ann Arbor,United States,ARB
7553,Shepparton Airport,Shepparton,Australia,SHT
7554,Temora Airport,Temora,Australia,TEM
7555,Gayndah Airport,Gayndah,Australia,GAH
7556,Popondetta,Popondetta,Papua New Guinea,EIA
7557,Wilcannia Airport,Wilcannia,Australia,WIO
7584,Bijie Feixiong Airport,Bijie,China,BFJ
7585,Lensk Airport,Lensk,Russia,ULK
7601,Kavalerovo Airport,Kavalerovo,Russia,KVR
7602,Iğdır Airport,Igdir,Turkey,IGD
7603,Şanlıurfa GAP Airport,Sanliurfa,Turkey,GNY
7604,Zafer Airport,Kutahya,Turkey,KZR
7607,Velikiye Luki Airport,Velikiye Luki,Russia,VLU
7608,Boston Back Bay Station,Boston,United States,ZTY
7619,Ulithi,Ulithi,Micronesia,ULI
7623,Balkanabat,Balkanabat,Turkmenistan,BKN
7624,Lake Macquarie Airport,Lake Macquarie,Australia,BEO
7627,Brampton Island Airport,Brampton Island,Australia,BMP
7630,Alameda Naval Air Station,Alameda,United States,NGZ
7641,Wilmington Amtrak Station,Wilmington,United States,ZWI
7643,Fort McMurray - Mildred Lake Airport,Fort McMurray,Canada,NML
7647,Cochrane Airport,Cochrane,Canada,YCN
7648,Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP
7649,Busselton Regional Airport,Brusselton,Australia,BQB
7650,Srednekolymsk Airport,Srednekolymsk,Russia,SEK
7651,Garowe - International,Garowe,Somalia,GGR
7654,Inverell Airport,Inverell,Australia,IVR
7655,Glen Innes Airport,Glen Innes,Australia,GLI
7661,Immokalee Regional Airport,Immokalee ,United States,IMM
7662,Maranggo Airport,Sulawesi Tenggara,Indonesia,TQQ
7666,Yichun Mingyueshan Airport,Yichun,China,YIC
7675,New Carrollton Rail Station,New Carrollton,United States,ZRZ
7679,Dinwiddie County Airport,Petersburg,United States,PTB
7685,Sheboygan County Memorial Airport,Sheboygan,United States,SBM
7686,Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,KFE
7687,Ephraim-Gibraltar Airport,Ephraim,United States,3D2
7691,Bajura Airport,Bajura,Nepal,BJU
7694,Tho Xuan Airport,Thanh Hoa,Vietnam,THD
7697,Pinal Airpark,Marana,United States,MZJ
7699,Safford Regional Airport,Safford,United States,SAD
7705,Solomon Airport,Solomon,Australia,SLJ
7707,Kerama Airport,Kerama,Japan,KJP
7710,Comino Airport,Comino,Malta,JCO
7715,Ekibastuz Airport,Ekibastuz,Kazakhstan,EKB
7723,Sikeston Memorial Municipal Airport,Sikeston,United States,SIK
7726,Puttgarden,Puttgarden,Germany,QUA
7730,Port of Belfast,Belfast,United Kingdom,BE2
7731,Stranraer Ferry Port,Stranraer,United Kingdom,SR2
7732,Oceano County Airport,Oceano,United States,L52
7734,Tetiaroa Airport,Tetiaroa,French Polynesia,TTI
7737,Floyd Bennett Memorial Airport,Queensbury,United States,GFL
7739,Burrello-Mechanicville Airport,Mechanicville,United States,K27
7740,Tampa Padang,Mamuju,Indonesia,MJU
7742,Martin State Airport,Baltimore,United States,MTN
7745,Eastern Slopes Regional Airport,Fryeburg,United States,FRY
7747,Lakefront Airport,New Orleans,United States,NEW
7748,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE
7749,Beaumont Municipal Airport,Beaumont,United States,BMT
7750,Vermilion Regional Airport,Danville,United States,DNV
7752,Coonabarabran Airport,Coonabarabran,Australia,COJ
7756,Merritt Island Airport,Cocoa,United States,COI
7757,Valkaria Municipal,Valkaria,United States,X59
7758,Space Coast Regional Airport,Titusville,United States,TIX
7759,Sebastian Municipal,Sebastian,United States,X26
7760,Terrace Bay,Terrace Bay,Namibia,TCY
7762,Kelani River-Peliyagoda Waterdrome,Colombo,Sri Lanka,KEZ
7763,Polgolla Reservoir,Kandy,Sri Lanka,KDZ
7764,Bumi Airport,Bumi Hills,Zimbabwe,BZH
7774,Bouarfa Airport,Bouarfa,Morocco,UAR
7777,Nyeri Airport,NYERI,Kenya,NYE
7780,Effingham Memorial Airport,Effingham,United States,1H2
7784,Andrau Airpark,Houston,United States,AAP
7785,Flying Cloud Airport,Eden Prairie,United States,FCM
7786,Likoma Island Airport,Likoma Island,Malawi,LIX
7787,Johnson County Executive Airport,Olathe,United States,OJC
7788,Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU
7789,Westbahnhoff,Vienna,Austria,XWW
7791,Neumünster Airport,Neumuenster,Germany,EUM
7792,Tak Airport,Tak,Thailand,TKT
7795,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,YLK
7800,Niagara District Airport,Saint Catherines,Canada,YCM
7801,Apopka,Orlando,United States,X04
7805,Kent,Chatham,Canada,XCM
7806,Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD
7810,Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ
7811,Texas Gulf Coast Regional Airport,Angleton,United States,LJN
7831,Bingöl Çeltiksuyu Airport,Bingol,Turkey,BGG
7832,Kastamonu Airport,Kastamonu,Turkey,KFS
7838,Hite Airport,Hanksville,United States,UT3
7848,Queen Street Station,Glasgow,United Kingdom,GLQ
7867,Lüliang Airport,Lvliang,China,LLV
7869,Daocheng Yading Airport,Daocheng,China,DCY
7870,Gannan Xiahe Airport,Xiahe city,China,GXH
7875,Grand Canyon West Airport,Peach Springs,United States,1G4
7886,Comiso Airport,Comiso,Italy,CIY
7908,Rock Airport,Tarentum,United States,9G1
7911,Plum Island Airport,Newburyport,United States,2B2
7913,Kulik Lake Airport,Kulik Lake,United States,LKK
7914,Central Station,Glasgow,United Kingdom,ZGG
7915,Euston Station,London,United Kingdom,QQU
7916,Waterloo International,London,United Kingdom,QQW
7930,Markovo Airport,Markovo,Russia,KVM
7932,Zyryanka Airport,Zyryanka,Russia,ZKP
7935,Ust-Maya Airport,Ust-Maya,Russia,UMS
7936,Aldan Airport,Aldan,Russia,ADH
7937,Olyokminsk Airport,Olekminsk,Russia,OLZ
7945,Xinyuan Nalati Airport,Xinyuan,China,NLT
7946,Port Alsworth Airport,Port alsworth,United States,PTA
7947,Fontaine Airport,Belfort,France,BOR
7948,Pampulha,Belo Horizonte,Brazil,BHZ
7950,Obock Airport,Obock,Djibouti,OBC
7951,Tadjoura Airport,Tadjoura,Djibouti,TDJ
7952,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB
7953,Norðfjörður Airport,Nordfjordur,Iceland,NOR
7954,Bursa Airport,Bursa,Turkey,BTZ
7956,Waris Airport,Waris-Papua Island,Indonesia,WAR
7957,Port Oceanic Airport,Port Oceanic,United States,PRL
7958,Newton City-County Airport,Newton,United States,EWK
7961,Bairnsdale Airport,Bairnsdale,Australia,BSJ
7962,Taszár Air Base,Columbus,United States,TZR
7963,Ocean Shores Municipal,Ocean Shores,United States,W04
7964,Packwood,Packwood,United States,55S
7965,Fort Bridger Airport,Fort Bridger,United States,FBR
7967,Chehalis Centralia Airport,Chehalis,United States,CLS
7969,Lebanon State,Lebanon,United States,S30
7970,Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW
7974,Weedon Field,Eufala,United States,EUF
7976,Dare County Regional Airport,Manteo,United States,MEO
7977,Auburn University Regional Airport,Auburn,United States,AUO
8005,Issyk-Kul International Airport,Tamchy,Kyrgyzstan,ИКУ
8009,W H 'Bud' Barron Airport,Dublin,United States,DBN
8014,Union Station,Utica,United States,UCA
8033,Pukarua Airport,Pukarua,French Polynesia,PUK
8047,Corvallis Municipal Airport,Corvallis,United States,CVO
8091,Prominent Hill Airport,Prominent Hill,Australia,PXH
8092,Cowra Airport,Chatsworth,Australia,CWT
8095,Pender Harbour Water Aerodrome,Pender Harbour,Canada,YPT
8096,Mansons Landing Water Aerodrome,Mansons Landing,Canada,YMU
8097,Port McNeill Airport,Port McNeill,Canada,YMP
8098,Sullivan Bay Water Aerodrome,Sullivan Bay,Canada,YTG
8099,Deer Harbor Seaplane,Deer Harbor,United States,DHB
8100,San Diego Old Town Transit Center,San Diego,United States,OLT
8102,Ogden Hinckley Airport,Ogden,United States,OGD
8105,Colorado Plains Regional Airport,Akron,United States,AKO
8106,Sanderson Field,Shelton,United States,SHN
8164,Bordeaux Saint Jean Station,Bordeaux,France,ZFQ
8178,Oslo Central Station,Oslo,Norway,XZO
8179,Bergen Railway Station,Bergen,Norway,QFV
8180,Nimes Railway Station,Nimes,France,ZYN
8181,Avignon TGV Station,Avignon,France,XZN
8182,Aachen Hauptbahnhof,Aachen,Germany,XHJ
8185,Torino Porta Nuova Railway Station,Turin,Italy,TPY
8199,San Sebastian Railway Station,San Sebastian,Spain,YJH
8200,Pamplona Railway Station,Pamplona,Spain,EEP
8208,York Railway Station,York,United Kingdom,QQY
8209,Birmingham New Street Railway Station,Birmingham,United Kingdom,QQN
8231,Inverness Railway Station,Inverness,United Kingdom,ZIV
8233,Aberdeen Railway Station,Aberdeen,United Kingdom,ZXA
8245,Malmo Central Station,Malmo,Sweden,XFP
8246,Lund Central Station,Lund,Sweden,XGC
8298,Napakiak Airport,Napakiak,United States,WNA
8299,Delta Junction Airport,Delta Junction,United States,DJN
8300,Stevens Village Airport,Stevens Village,United States,SVS
8301,Akiachak Airport,Akiachak,United States,KKI
8302,Atmautluak Airport,Atmautluak,United States,4A2
8303,Napaskiak Airport,Napaskiak,United States,PKA
8304,Chignik Fisheries Airport,Chignik,United States,KCG
8306,Klemtu Airport,Klemtu,Canada,YKT
8308,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW
8309,Maya Flats Airstrip,San Ignacio,Belize,CYD
8310,Washabo Airport,Washabo,Suriname,WSO
8315,Silver Creek Airport,Stann Creek,Belize,SVK
8316,Independence Airport,Independence,Belize,INB
8317,Corazon de Jesus Airport,Corazon de Jesus,Panama,CZJ
8318,Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR
8320,Bartica A Airport,Bartica,Guyana,GFO
8322,Doylestown Airport,Doylestown,United States,DYL
8323,Stroudsburg Pocono,East Stroudsburg,United States,ESP
8324,Sky Manor,Pittstown,United States,N40
8327,Tingo Maria Airport,Tingo Maria,Peru,TGI
8328,Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL
8329,Zhangye Ganzhou Airport,Zhangye,China,YZY
8330,Cacoal Airport,Cacoal,Brazil,OAL
8331,Warren Field,Washington,United States,OCW
8333,Mocopulli Airport,Castro,Chile,MHC
8335,Stillwater Regional Airport,Stillwater,United States,SWO
8336,Okmulgee Regional Airport,Okmulgee,United States,OKM
8337,Cushing Municipal Airport,Cushing,United States,CUH
8338,Clinton Sherman Airport,Clinton,United States,CSM
8339,Strother Field,Winfield,United States,WLD
8340,Wiley Post Airport,Oklahoma City,United States,PWA
8341,Shreveport Downtown Airport,Shreveport,United States,DTN
8342,Stephenville Clark Regional Airport,Stephenville,United States,SEP
8346,Ada Regional Airport,Ada,United States,ADT
8353,Iraan Municipal Airport,Iraan,United States,IRB
8355,Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,YEL
8356,Wilkes County Airport,North Wilkesboro,United States,IKB
8358,Danville Regional Airport,Danville,United States,DAN
8362,Valladolid Bus Station,Valladolid,Spain,XJN
8363,Soria Bus Station,Soria,Spain,XJO
8364,Yerbogachen Airport,Yerbogachen,Russia,ERG
8365,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW
8366,Arcadia Municipal Airport,Arcadia,United States,X06
8368,River Ranch Resort Airport,River Ranch,United States,2RR
8369,Belle Glade State Municipal Airport,Belle Galdes,United States,X10
8370,Homestead General Aviation Airport,Homestead,United States,X51
8371,Massey Ranch Airpark Airport,Edgewater,United States,X50
8372,North Palm Beach County General Aviation Airport,Palm Beach Gardens,United States,F45
8373,Airglades Airport,Clewiston,United States,2IS
8375,Strasbourg Bus Station,Strasbourg,France,XER
8378,Beni Mellal Airport,Beni Mellal,Morocco,BEM
8379,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT
8380,Suntar Airport,Suntar,Russia,SUY
8382,Goulimime Airport,Goulimime,Morocco,GLN
8383,Tazadit Airport,Zouerat,Mauritania,OUZ
8384,Asaba International Airport,Asaba,Nigeria,ABB
8385,Akwa Ibom International Airport,Uyo,Nigeria,QUO
8386,Semera Airport,Semera,Ethiopia,SZE
8387,Kasama Airport,Kasama,Zambia,KAA
8390,Songea Airport,Songea,Tanzania,SGX
8392,Kirawira Aerodrome,Grumeti Game Reserve,Tanzania,GTZ
8397,Etihad Travel Mall,Dubai,United Arab Emirates,XNB
8400,Zaysan Airport,Zaysan,Kazakhstan,SZI
8401,Tuticorin Airport,Thoothukudi,India,TCR
8402,Jiuhuashan Airport,Chizhou,China,JUH
8403,Anshan Air Base,Anshan,China,AOG
8404,Saertu Airport,Daqing,China,DQA
8405,Zunyi Xinzhou Airport,Zunyi,China,ZYI
8407,Lindu Airport,Yinchun,China,LDS
8408,Anshun Huangguoshu Airport,Anshun,China,AVA
8409,Sikasso Airport,Sikasso,Mali,KSS
8412,Toowoomba Wellcamp Airport,Toowoomba,Australia,WTB
8413,Tonghua Sanyuanpu Airport,Tonghua,China,TNH
8415,Kunshan South Railway Station,Kunshan,China,KVN
8416,Suzhou Guangfu Airport,Suzhou,China,SZV
8417,Falwell,Lynchburg,United States,W24
8424,Haliwen Airport,Atambua,Indonesia,ABU
8426,Kasonaweja Airstrip,Kasonaweja,Indonesia,KAS
8427,Mulia Airport,Mulia,Indonesia,LII
8428,Wonopito Airport,Lewoleba,Indonesia,LWE
8429,Tardamu Airport,Savu Island,Indonesia,SAU
8431,Stenkol Airport,Bintuni,Indonesia,NTI
8432,Wasior Airport,Wasior,Indonesia,WSR
8433,Silangit Airport,Siborong-Borong,Indonesia,DTB
8445,Seunagan Airport,Nagan Raya,Indonesia,MEQ
8446,Betoambari Airport,Bau-Bau,Indonesia,BUW
8447,Kao Airport,Kao,Indonesia,KAZ
8448,Melangguane Airport,Melonguane,Indonesia,MNA
8449,Sanggata/Sangkimah Airport,Sanggata,Indonesia,SGQ
8450,Muara Bungo Airport,Muara Bungo,Indonesia,BUU
8453,Puruk Cahu Airport,Puruk Cahu,Indonesia,PCU
8454,Melalan Airport,Melak,Indonesia,MLK
8455,Dekai Airport,Dekai,Indonesia,DEK
8456,Illaga Airport,Illaga,Indonesia,ILA
8457,Oksibil Airport,Oksibil,Indonesia,OKL
8458,Kokonau Airport,Kokonau,Indonesia,KOX
8459,Kenyam Airport,Keneyan,Indonesia,KNY
8460,Clermont Airport,Clermont,Australia,CMQ
8461,Warrnambool Airport,Warrnambool,Australia,WMB
8462,Bloomfield Airport,Bloomfield,Australia,BFC
8463,Richmond Airport,Richmond,Australia,RCM
8464,RAAF Base Curtin,Derby,Australia,DCN
8494,Kualanamu International Airport,Medan,Indonesia,KNO
8495,Jasper Railway Station,Jasper,Canada,XDH
8496,Gratiot Community Airport,Kamloops,Canada,AMN
8498,Seosan Air Base,Seosan,South Korea,HMY
8499,Andorra La Vella,Andorra La Vella,Spain,ALV
8500,Ngala Airport,Ngala,South Africa,NGL
8575,Huggins Memorial,Timmonsville,United States,58J
8576,San Gabriel Valley Airport,El Monte,United States,EMT
8616,Farah Airport,Farah,Afghanistan,FAH
8620,Pasighat Airport,Pasighat,India,IXT
8627,Albany-Rennselaer Amtrak Station,Rennselaer,United States,ZLY
8628,Kramatorsk Airport,Kramatorsk,Ukraine,KRQ
8639,Kautokeino Air Base,Kautokeino,Norway,QKX
8647,Constance Halaveli,Halaveli,Maldives,HAL
8659,French Valley Airport,Murrieta,United States,F70
8660,Stinson Municipal Airport,Stinson,United States,SSF
8662,Jasper County Airport-Bell Field,Jasper,United States,JAS
8664,Marfa Municipal Airport,Marfa,United States,MRF
8665,Alpine Casparis Municipal Airport,Alpine,United States,ALE
8668,Bubaque Airport,Bubaque,Guinea-Bissau,BQE
8672,Chichen Itza International Airport,Chichen Itza,Mexico,CZA
8674,Bunbury Airport,Bunbury,Australia,BUY
8675,Cable Airport,Upland,United States,CCB
8677,Fuvahmulah Airport,Fuvahmulah,Maldives,FVM
8678,Sri Jayawardenepura Kotte,Colombo,Sri Lanka,DWO
8680,Elkhart Municipal Airport,Elkhart,United States,EKI
8684,Manchester Picadilly Station,Manchester,United Kingdom,QQM
8685,Abu Rudeis Airport ,Abu Rudeis,Egypt,AUE
8686,Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB
8689,Donaldson Field Airport,Greenville,United States,GDC
8691,Hartsville Regional Airport,Hartsville,United States,HVS
8693,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT
8695,Dunnville Airport,Dunnville,Canada,DU9
8700,Scarlett Martinez International Airport,Rio Hato,Panama,RIH
8703,Leesburg International Airport,Leesburg,United States,LEE
8704,NIK,NIK,Juan de Nova Island,XIK
8707,Grand Cache,Grand Cache,Canada,YGC
8711,Pouso Alegre Airport,Pouso Alegre,Brazil,PPY
8712,Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ
8713,Yeysk Airport,Eysk,Russia,EIK
8714,Berdyansk Airport,Berdyansk,Ukraine,ERD
8715,Blimbingsari Airport,Banyuwangi,Indonesia,BWX
8717,Erenhot Saiwusu International Airport,Erenhot,China,ERL
8719,Chino Airport,Chino,United States,CNO
8723,Hateruma Airport,Taketomi,Japan,HTR
8728,Las Brujas Airport,Cayo Santa Maria,Cuba,BWW
8740,Bois Blanc Island Airport,Bois Blanc Island,United States,6Y1
8742,Paso Robles Municipal Airport,Paso Robles,United States,PRB
8746,Gudvangen,Gudvangen,Norway,GUD
8749,Thingvellir National Park,Selfoss,Iceland,TNP
8766,Beijing Daxing International Airport,Beijing,China,PKX
8788,Gare de Calais-Frethun,Calais,France,XFF
8803,Helsinki Central Railway Station,Helsinki,Finland,HEC
8804,Nanjing South Railway Station,Nanjing,China,NKJ
8805,Ashford International Railway Station,Ashford,United Kingdom,QDH
8806,Lucerne Railway Station,Lucerne,Switzerland,QLJ
8808,Leipzig Hauptbahnhof,Leipzig,Germany,XIT
8809,Niagara Falls Station,Niagara Falls,Canada,XLV
8810,Ebbsfleet International Railway Station,Ebbsfleet Valley,United Kingdom,XQE
8851,Yongphulla Airport,Yongphulla,Bhutan,YON
8853,Elizabeth Field,Southold,United States,FID
8859,Providence Station,Providence,United States,ZRV
8865,Schenectady Amtrak Station,Schenectady,United States,ZTD
8866,Danyang Railway Station,Danyang,China,DYN
8867,Tikkurila Railway Station,Helsinki,Finland,HVT
8868,Gare de Champagne-Ardenne TGV,Reims,France,XIZ
8869,Sundsvall Railway Station,Sundsvall,Sweden,XXZ
8917,Half Moon Bay Airport,Half Moon Bay,United States,HAF
8920,Hechi Jinchengjiang Airport,Hechi,China,HCJ
8928,General WM J Fox Airfield,Lancaster,United States,WJF
8929,Kern Valley Airport,Kernville,United States,L05
8932,Dupont-Lapeer,Lapeer  MI ,United States,D95
8935,Coondewanna Airport,Coondewanna,Australia,CJF
9101,Guarapari Airport,Guarapari,Brazil,GUZ
9102,Ubatuba Airport,Ubatuba,Brazil,UBT
9175,Borroloola Airport,Borroloola,Australia,BOX
9308,Chichester/Goodwood Airport,Goodwood,United Kingdom,QUG
9348,Gov Joao Durval Carneiro Airport,Feira de Santana,Brazil,FEC
9349,Jumandy Airport,Tena,Ecuador,TNW
9350,Chitina Airport,Chitina,United States,CXC
9357,Dongji Aiport,Fuyuan,China,FYJ
9387,Tappahannock Municipal,Tappahannock,United States,W79
9479,Lupin Mine Airport,Lupin Mine,Canada,YWO
9491,Zulu Inyala Airport,Phinda,South Africa,PZL
9494,Liupanshui Yuezhao Airport,Liupanshui,China,LPF
9495,Kaili Airport,Kaili,China,KJH
9496,Shennongjia Hongping Airport,Shennongjia,China,HPG
9497,Zhangjiakou Ningyuan Airport,Zhangjiakou,China,ZQZ
9498,Arxan Yi'ershi Airport,Arxan,China,YIE
9499,Hengyang Nanyue Airport,Hengyang,China,HNY
9500,Hongyuan Airport,Ngawa,China,AHJ
9506,Wonsan Kalma International Airport,Wonsan,North Korea,WOS
9509,Magas Airport,Magas,Russia,IGT
9560,Ashland-Lineville Airport,Lineville,United States,26A
9561,Talladega Municipal Airport,Talladega,United States,ASN
9562,Greenville Downtown Airport,Greenville,United States,GMU
9563,Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,8A1
9566,Captain Auguste George Airport,Anegada,British Virgin Islands,NGD
9567,Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI
9569,Enterprise Municipal Airport,Enterprise,United States,ETS
9570,Carl Folsom Airport,Elba,United States,14J
9571,Blackwell Field,Ozark,United States,71J
9572,Reeves Airport,Tallassee,United States,41A
9573,South Alabama Regional Airport,Andalusia,United States,79J
9575,Efogi Airport,Efogi,Papua New Guinea,EFG
9576,Kagi Airport,Kagi,Papua New Guinea,KGW
9577,Nadunumu Airport,Nadunumu,Papua New Guinea,NDN
9578,Bodinumu Airport,Bodinumu,Papua New Guinea,BNM
9579,Thomas C Russell Field,Alexander City,United States,ALX
9587,Port Keats Airport,Wadeye,Australia,PKT
9588,Garden Point Airport,Pirlangimpi,Australia,GPN
9608,Hamad International Airport,Doha,Qatar,DOH
9610,Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP
9627,Brewster Field,Holdredge,United States,HDE
9628,Pratt Regional Airport,Pratt,United States,PTT
9631,Jim Kelly Field,Lexington,United States,LXN
9633,Council Bluffs Municipal Airport,Council Bluffs,United States,CBF
9634,Kokomo Municipal Airport,Kokomo,United States,OKK
9639,Galesburg Municipal Airport,Galesburg,United States,GBG
9640,Tribune,Tribune,United States,5K2
9641,Guymon Municipal Airport,Guymon,United States,GUY
9642,Camdenton,Camdenton,United States,OZS
9647,Independence Municipal Airport,Independence,United States,IDP
9651,Bay City Municipal Airport,Bay City,United States,BBC
9652,Cox Field,Paris,United States,PRX
9653,Coffeyville Municipal Airport,Coffeyville,United States,CFV
9655,Greeley–Weld County Airport,Greeley,United States,GXY
9657,Oryol Yuzhny Airport,Oakley,United States,OEL
9658,Fremont Municipal Airport,Fremont,United States,FET
9659,La Grande/Union County Airport,La Grande,United States,LGD
9660,Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY
9667,Pocono Mountains Municipal Airport,Mount Pocono,United States,MPO
9668,Quakertown Airport,Quakertown,United States,UKT
9669,Princeton,Princeton,United States,PCT
9682,Northwest Arkansas Samuel Walton International Airport,Bentonville,United States,NRW
9684,Banff Airport,Banff,Canada,YBA
9685,NAS Agana Airport,Agana,United States,NGM
9688,Banning Municipal Airport,Banning,United States,BNG
9691,Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK
9702,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL
9705,Prince George Railway Station,Prince George,Canada,XDV
9706,Prince Rupert Railway Station and Ferry Terminal,Prince Rupert,Canada,XDW
9710,Peter O Knight Airport,Tampa,United States,TPF
9733,Umberto Modiano Airport,Buzios,Brazil,BZC
9735,Itaperuna Airport,Itaperuna,Brazil,ITP
9737,Resende Airport,Resende,Brazil,REZ
9751,Tunta Airport,Kabinda,Congo (Kinshasa),KBN
9752,Ikela Airport,Ikela,Congo (Kinshasa),IKL
9755,Aripuanã Airport,Aripuana,Brazil,AIR
9756,Juruena Airport,Juruena,Brazil,JRN
9757,Juína Airport,Juina,Brazil,JIA
9758,Vila Rica Airport,Vila Rica,Brazil,VLP
9759,Inácio Luís do Nascimento Airport,Juara,Brazil,JUA
9760,Cáceres Airport,Caceres,Brazil,CCX
9762,Tangará da Serra Airport,Tangara da Serra,Brazil,TGQ
9763,Canarana Airport,Canarana,Brazil,CQA
9764,Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,Brazil,MTG
9765,Bumbar Airport,Bumba,Congo (Kinshasa),BMB
9767,Arapiraca Airport,Arapiraca,Brazil,APQ
9768,Cangapara Airport,Floriano,Brazil,FLB
9769,Picos Airport,Picos,Brazil,PCS
9786,Beni Airport,Beni,Congo (Kinshasa),BNC
9787,Boende Airport,Boende,Congo (Kinshasa),BNB
9796,Notohadinegoro,Jember,Indonesia,JBB
9797,Perkiomen Valley Airport,Collegeville,United States,N10
9798,Bay Bridge,Stevensville,United States,W29
9800,Montauk Airport,Montauk,United States,MTP
9802,Centennial Station-Amtrak,Olympia,United States,OLW
9812,Porter County Municipal Airport,Valparaiso IN,United States,VPZ
9814,Dharavandhoo Airport,DHARAVANDHOO,Maldives,DRV
9815,Saumlaki/Olilit Airport,Saumlaki,Indonesia,SXK
9825,Cerro Largo International Airport,Melo,Uruguay,MLZ
9826,Tydeo Larre Borges Airport,Paysandu,Uruguay,PDU
9827,Artigas International Airport,Artigas ,Uruguay,ATI
9830,Horsham Airport,Horsham,Australia,HSM
9831,Swan Hill Airport,Swan Hill,Australia,SWH
9834,Turtle Island Seaplane Base,Turtle Island,Fiji,TTL
9845,Dewadaru - Kemujan Island,Karimunjawa,Indonesia,KWB
9847,Kongolo Airport,Kongolo,Congo (Kinshasa),KOO
9848,Attopeu Airport,Attopeu,Laos,AOU
9852,São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX
9856,Mason County Airport,Ludington,United States,LDM
9869,Reid-Hillview Airport of Santa Clara County,San Jose,United States,RHV
9885,Sohar Airport,Sohar,Oman,OHS
9886,Buffalo-Exchange Street Station,Buffalo,United States,ZXS
9888,Kadanwari Airport,Kadanwari,Pakistan,KCF
9889,Sawan Airport,Sindh,Pakistan,RZS
9893,Freiburg Hauptbahnhof,Freiburg,Germany,QFB
9894,Rose Bay Airport,Sydney,Australia,RSE
9910,Thimarafushi Airport,Thimarafushi,Maldives,TMF
9911,Ifuru Airport,Ifuru,Maldives,IFU
9912,Kaintiba Airport,Kieta,Papua New Guinea,KZF
9913,Ordu Giresun Airport,Ordu-Giresun,Turkey,OGU
