,Airport,City,Country,Code
9914,Hakkari Yüksekova Airport,Hakkari,Turkey,YKO
9918,Basel Badischer Bahnhof,Basel,Switzerland,ZBA
9936,Gottingen Railway Station,Gottingen,Germany,ZEU
9944,Lake Brooks AK,Katmai National Park ,United States,5Z9
9946,Bathpalathang Airport,Jakar,Bhutan,BUT
9950,Lancaster Station,Lancaster,United States,ZRL
9951,Harrisburg Transportation Center,Harrisburg,United States,ZUG
9952,Gare de Nantes,Nantes,France,QJZ
9953,Gare de Montpellier-Saint-Roch,Montpellier,France,XPJ
9954,Helsingborg Central Station,Helsingborg,Sweden,XYH
9955,Liverpool Street Station,London,United Kingdom,ZLS
9956,Princeton Junction,Princeton,United States,ZTJ
9958,Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI
9959,Methow Valley State Airport,Winthrop,United States,S52
9960,Lake Chelan Airport,Chelan,United States,S10
9961,Lost River Resort Airport,Mazma,United States,W12
9962,Stehekin State Airport,Stehekin,United States,6S9
9983,Siegburg Bonn Bahnhof,Siegburg,Germany,ZPY
9993,Tarko-Sale Airport,Tarko-Sale,Russia,TQL
10030,Jinchuan Airport,Jinchuan,China,JIC
10033,Estacio de Franca,Barcelona,Spain,YJD
10034,Cologne Deutz Railway,Cologne,Germany,QKU
10037,Finlyandsky,St. Petersburg,Russia,FVS
10055,Alashankou Bole (Bortala) airport,Bole,China,BPL
10056,Fuyun Koktokay Airport,Fuyun,China,FYN
10081,Achinsk Airport,Achinsk,Russia,ACS
10102,Linfen Qiaoli Airport,LINFEN,China,LFQ
10103,Saidor,Saidor,Papua New Guinea,SDI
10104,Bambu,Bambu,Papua New Guinea,BCP
10105,Kalispell City Airport,Kalispell,United States,S27
10140,Hinton/Jasper-Hinton Airport,Hinton,Canada,YJP
10195,Watsonville Municipal Airport,Watsonville,United States,WVI
10199,Maple Bay Marina,Maple Bay,Canada,YAQ
10201,Gelephu Airport,Gelephu,Bhutan,GLU
10205,Hollister Municipal Airport,Hollister,United States,HLI
10211,Amboin,Amboin,Papua New Guinea,AMG
10212,Karanambo,Karanambo,Guyana,KRM
10213,Wittenom,Wittenom,Australia,WIT
10215,Dulkaninna Airport,Dulkaninna,Australia,DLK
10216,Etadunna,Etadunna,Australia,ETD
10217,Mungeranie,Mungeranie,Australia,MNE
10218,Cowarie,Cowarie,Australia,CWR
10219,Clifton Hills,Clifton Hills,Australia,CFH
10220,Durrie,Durrie,Australia,DRR
10221,Cordillo Downs,Cordillo Downs,Australia,ODL
10222,Durham Downs,Durham Downs,Australia,DHD
10223,Innamincka,Innamincka,Australia,INM
10224,Glengyle,Glengyle,Australia,GLG
10226,Wilpena Pound,Wilpena Pound,Australia,HWK
10227,Mitchell Plateau ,Mitchell Plateau,Australia,MIH
10228,Franz Josef Aerodrome,Franz Josef Aerodrome,New Zealand,WHO
10253,Siheung airport,Siheung,South Korea,SNG
10259,Opapimiskan Lake Airport,Musselwhite Mine,Canada,YBS
10265,Bern Railway Station,Bern,Switzerland,ZDJ
10270,Rizhao Shanzihe Airport,Rizhao,China,RIZ
10271,Shaxian Airport,Sanming,China,SQJ
10274,Taroom Airport,Taroom,Australia,XTO
10279,Squamish Airport,Squamish,Canada,YSE
10300,La Grande-4 Airport,La Grande-4,Canada,YAH
10301,Alert Bay Airport,Alert Bay,Canada,YAL
10305,Centralia / James T. Field Memorial Aerodrome,Centralia,Canada,YCE
10307,Chetwynd Airport,Chetwynd,Canada,YCQ
10308,Ross River Airport,Ross River,Canada,XRR
10309,Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO
10310,Amos/Magny Airport,Amos,Canada,YEY
10312,Hope Airport,Hope,Canada,YHE
10313,Haines Junction Airport,Haines Junction,Canada,YHT
10314,Digby / Annapolis Regional Airport,Digby,Canada,YDG
10315,Fort Liard Airport,Fort Liard,Canada,YJF
10316,Key Lake Airport,Key Lake,Canada,YKJ
10317,Leaf Rapids Airport,Leaf Rapids,Canada,YLR
10318,Matane Airport,Matane,Canada,YME
10319,Charlevoix Airport,Charlevoix,Canada,YML
10321,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada,YOS
10322,Port Hawkesbury Airport,Port Hawkesbury,Canada,YPS
10323,St Thomas Municipal Airport,St Thomas,Canada,YQS
10324,Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO
10326,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,YSH
10327,St Leonard Airport,St Leonard,Canada,YSL
10329,Vernon Airport,Vernon,Canada,YVE
10330,Beaver Creek Airport,Beaver Creek,Canada,YXQ
10331,Shuswap Regional Airport,Salmon Arm,Canada,YSN
10332,Kelsey Airport,Kelsey,Canada,KES
10333,Pukatawagan Airport,Pukatawagan,Canada,XPK
10334,Grand Forks Airport,Grand Forks,Canada,ZGF
10335,Jenpeg Airport,Jenpeg,Canada,ZJG
10336,Thicket Portage Airport,Thicket Portage,Canada,YTD
10337,Pikwitonei Airport,Pikwitonei,Canada,PIW
10338,Poplar River Airport,Poplar River,Canada,XPP
10339,Pincher Creek Airport,Pincher Creek,Canada,WPC
10340,Stewart Airport,Stewart,Canada,ZST
10341,Ignace Municipal Airport,Ignace,Canada,ZUC
10342,Neubrandenburg Airport,Neubrandenburg,Germany,FNB
10346,RAF Kinloss,Kinloss,United Kingdom,FSS
10347,Biała Podlaska Airfield,Biała Podlaska,Poland,BXP
10356,Daugavpils Intrenational Airport,Daugavpils,Latvia,DGP
10360,Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR
10361,Sua Pan Airport,Sowa,Botswana,SXN
10363,Sumbe Airport,Sumbe,Angola,NDD
10364,Mangochi Airport,Mangochi,Malawi,MAI
10365,Arandis Airport,Arandis,Namibia,ADI
10370,Merowe New Airport,Merowe,Sudan,MWE
10371,St Louis Regional Airport,Alton/St Louis,United States,ALN
10372,Chandler Field,Alexandria,United States,AXN
10373,Columbus Municipal Airport,Columbus,United States,CLU
10374,Curtis Field,Brady,United States,BBD
10375,Eastern Sierra Regional Airport,Bishop,United States,BIH
10376,Baker City Municipal Airport,Baker City,United States,BKE
10377,Miley Memorial Field,Big Piney,United States,BPI
10378,Ozark Regional Airport,Mountain Home,United States,WMH
10379,W K Kellogg Airport,Battle Creek,United States,BTL
10380,Burley Municipal Airport,Burley,United States,BYI
10381,Northeast Iowa Regional Airport,Charles City,United States,CCY
10382,Chanute Martin Johnson Airport,Chanute,United States,CNU
10383,Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG
10384,Crossville Memorial Whitson Field,Crossville,United States,CSV
10385,Davison Army Air Field,Fort Belvoir,United States,DAA
10386,Barstow Daggett Airport,Daggett,United States,DAG
10387,Deming Municipal Airport,Deming,United States,DMN
10388,Desert Rock Airport,Mercury,United States,DRA
10389,Needles Airport,Needles,United States,EED
10390,Duke Field,Crestview,United States,EGI
10391,Murray Field,Eureka,United States,EKA
10393,Sawyer County Airport,Hayward,United States,HYR
10394,Kimble County Airport,Junction,United States,JCT
10396,Derby Field,Lovelock,United States,LOL
10397,Mobridge Municipal Airport,Mobridge,United States,MBG
10398,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States,MCB
10399,Southern Illinois Airport,Carbondale/Murphysboro,United States,MDH
10400,Mc Entire Joint National Guard Base,Eastover,United States,MMT
10401,Brunswick Executive Airport,Brunswick,United States,NHZ
10402,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB
10403,Orangeburg Municipal Airport,Orangeburg,United States,OGB
10405,Ottumwa Regional Airport,Ottumwa,United States,OTM
10406,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR
10407,Ralph Wenz Field,Pinedale,United States,PWY
10408,Dutchess County Airport,Poughkeepsie,United States,POU
10410,Russell Municipal Airport,Russell,United States,RSL
10411,Redwood Falls Municipal Airport,Redwood Falls,United States,RWF
10412,Salinas Municipal Airport,Salinas,United States,SNS
10415,Tonopah Airport,Tonopah,United States,TPH
10417,Ukiah Municipal Airport,Ukiah,United States,UKI
10418,University Oxford Airport,Oxford,United States,UOX
10419,Huntsville Regional Airport,Huntsville,United States,HTV
10420,Miller Field,Valentine,United States,VTN
10421,Winnemucca Municipal Airport,Winnemucca,United States,WMC
10422,West Woodward Airport,Woodward,United States,WWR
10425,Zanesville Municipal Airport,Zanesville,United States,ZZV
10435,Cuatro Vientos Airport,Madrid,Spain,ECV
10436,Castellón-Costa Azahar Airport,Castellón de la Plana,Spain,CDT
10437,Teruel Airport,Teruel,Spain,TEV
10446,Sarzana-Luni Air Base,Sarzana (SP),Italy,QLP
10451,Batajnica Air Base,Batajnica,Serbia,BJY
10452,Rubelsanto Airport,Rubelsanto,Guatemala,RUV
10453,Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL
10454,Upala Airport,Upala,Costa Rica,UPL
10455,San Nicolas De Bari Airport,San Nicolás,Cuba,QSN
10456,San Julian Air Base,Pinar Del Rio,Cuba,SNJ
10457,King Salman Abdulaziz Airport,,Saudi Arabia,DWD
10458,King Khaled Air Base,,Saudi Arabia,KMX
10459,Riyadh Air Base,Riyadh,Saudi Arabia,XXN
10460,Jam Airport,Kangan,Iran,KNR
10462,Payam International Airport,Karaj,Iran,PYK
10463,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ
10466,Minhas Air Base,Kamra,Pakistan,ATG
10469,Mushaf Air Base,Sargodha,Pakistan,SGI
10470,Qayyarah West Airport,Qayyarah,Iraq,RQW
10475,Nenana Municipal Airport,Nenana,United States,ENN
10476,Wasilla Airport,Wasilla,United States,WWA
10479,Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK
10482,Ie Jima Airport,Ie,Japan,IEJ
10483,Allah Valley Airport,Surallah,Philippines,AAV
10484,Bislig Airport,,Philippines,BPH
10485,Mati National Airport,,Philippines,MXI
10487,Chafei Amsei Airport,Barretos,Brazil,BAT
10488,Base de Aviação de Taubaté Airport,Taubaté,Brazil,QHP
10489,Barriles Airport,Tocopilla,Chile,TOQ
10491,Chañaral Airport,Chañaral,Chile,CNR
10492,Panguilemo Airport,Talca,Chile,TLX
10493,Victoria Airport,Victoria,Chile,ZIC
10494,Las Breas Airport,Taltal,Chile,TTC
10495,Gomez Nino Apiay Air Base,Apiay,Colombia,API
10496,Coveñas Airport,Coveñas,Colombia,CVE
10497,German Olano Air Base,La Dorada,Colombia,PAL
10498,Paz De Ariporo Airport,Paz De Ariporo,Colombia,PZA
10500,Tres Esquinas Air Base,Tres Esquinas,Colombia,TQS
10502,Juan Simons Vela Airport,Rioja,Peru,RIJ
10503,Shumba Airport,Jaén,Peru,JAE
10505,Issyk-Kul International Airport,Tamchy,Kyrgyzstan,IKU
10510,Vilyuisk Airport,Vilyuisk,Russia,VYI
10511,Belaya Gora Airport,,Russia,BGN
10514,Maygatka Airport.,Sovetskaya Gavan,Russia,GVN
10519,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,NLI
10541,Volgodonsk Airport,,Russia,VLK
10546,Inta Airport,Inta,Russia,INA
10549,Zhigansk Airport,Zhigansk,Russia,ZIX
10553,Ratnagiri Airport,,India,RTC
10554,Hingurakgoda Air Force Base,Polonnaruwa Town,Sri Lanka,HIM
10555,Kazi Nazrul Islam Airport,Durgapur,India,RDP
10559,Sri Sathya Sai Airport,Puttaparthi,India,PUT
10566,Smolensk North Airport,Smolensk,Russia,LNX
10568,Alpha Airport,Alpha,Australia,ABH
10569,Ararat Airport,,Australia,ARY
10570,Benalla Airport,,Australia,BLN
10571,Balranald Airport,,Australia,BZD
10572,Brewarrina Airport,,Australia,BWQ
10573,Cleve Airport,,Australia,CVC
10574,Corowa Airport,,Australia,CWW
10575,Corryong Airport,,Australia,CYG
10576,Cootamundra Airport,,Australia,CMD
10577,Dirranbandi Airport,,Australia,DRN
10578,Deniliquin Airport,Deniliquin,Australia,DNQ
10579,Dysart Airport,,Australia,DYA
10580,Echuca Airport,,Australia,ECH
10581,Forbes Airport,Forbes,Australia,FRB
10582,Gunnedah Airport,,Australia,GUH
10583,Hay Airport,,Australia,HXX
10584,Hopetoun Airport,,Australia,HTU
10585,Kerang Airport,,Australia,KRA
10586,Kempsey Airport,,Australia,KPS
10587,Kingaroy Airport,,Australia,KGY
10588,Latrobe Valley Airport,Morwell,Australia,TGN
10589,Mareeba Airport,,Australia,MRG
10590,Ngukurr Airport,,Australia,RPM
10591,Narromine Airport,,Australia,QRM
10592,Port Pirie Airport,,Australia,PPI
10593,Smithton Airport,,Australia,SIO
10594,Snake Bay Airport,,Australia,SNB
10595,Stawell Airport,,Australia,SWC
10596,Tibooburra Airport,,Australia,TYB
10597,Tumut Airport,,Australia,TUM
10598,Wangaratta Airport,,Australia,WGT
10599,Warracknabeal Airport,,Australia,WKB
10600,Warren Airport,,Australia,QRR
10601,West Sale Airport,Sale,Australia,SXE
10602,West Wyalong Airport,West Wyalong,Australia,WWY
10603,Young Airport,,Australia,NGA
10604,Guangzhou MR Air Base,Guanghua,China,LHK
10605,Shiyan Wudangshan Airport,Shiyan,China,WDS
10607,Huatugou Airport,Mengnai,China,HTT
10608,Baruun Urt Airport,,Mongolia,UUN
10609,Bengbu Airport,Bengbu,China,BFU
10610,Rugao Air Base,Rugao,China,RUG
10611,Wuhu Air Base,Wuhu,China,WHU
10612,Shanshan Airport,Shanshan,China,SXJ
10613,Yingkou Lanqi Airport,Yingkou,China,YKH
10615,Bogorodskoye Airport,Bogorodskoe,Russia,BQG
10627,Kemayoran Airport,Jakarta,Indonesia,JKT
10644,Rajiv Gandhi International Airport,Hyderabad,India,HYD
10650,Den Haag Centraal,Den Haag,Netherlands,ZYH
10652,Dicka,DICKA,United States,DIC
10661,Parakou Airport,Parakou,Benin,PKO
10662,Aerodrom Arseniev,Arseniev,Russia,XBA
10663,Kandi Airport,Kandi,Benin,KDC
10674,Lindau Hbf,Lindau,Germany,QII
10679,Bregenz,Bregenz,Austria,XGZ
10729,Hermannsburg Airport,Hermannsburg,Australia,HMG
10864,Antwerpen-Berchem Railway Station,Antwerpen,Belgium,ZYZ
10868,Baidoa Airport,Baidoa,Somalia,BIB
10917,Kings Creek Airport,Petermann,Australia,KCS
11027,Baltrum Airport,Baltrum,Germany,BMR
11054,Flemingsberg Railway Station,Flemingsberg,Sweden,XEW
11085,Skagit Regional Airport,Skagit,United States,MVW
11175,Goondiwindi Airport,Goondiwindi,Australia,GOO
11189,Port harcourt,Port harcourt,Nigeria,PHG
11229,Marion County Brown Field,Jasper,United States,APT
11232,Pryor Field Regional Airport,Decatur,United States,DCU
11233,Glasgow Municipal Airport,Glasgow,United States,GLW
11238,Gare de Massy TGV,Massy,France,XJY
11239,Gare du Mans,Le Mans,France,ZLN
11246,Flagler County Airport,Flagler County,United States,FIN
11401,Docker River Airport,Docker River,Australia,DKV
11412,Bellefonte Airport,Bellefonte,United States,N96
11430,Jasper County Airport,Rensselaer,United States,RNZ
11454,Old Bridge Airport,Englishtown,United States,3N6
11476,Sabetta International Airport,Sabetta,Russia,SBT
11478,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,AXF
11480,Port Kent,Port Kent,United States,PRK
11484,Bergen Norled Ferry,Bergen,Norway,BNF
11502,Simberi Airport,Simberi Island,Papua New Guinea,NIS
11503,Bulolo Airport,Bulolo,Papua New Guinea,BUL
11507,Statesboro Bulloch County Airport,Statesboro,United States,TBR
11515,Amata Airport,Amata,Australia,AMT
11516,Cooperstown,Cooperstown,United States,COP
11517,OSRUI,Oconomowoc,United States,OCO
11536,Erldunda Airport,Erldunda,Australia,EDD
11540,Harun Thohir Airport,Bawean,Indonesia,BXW
11541,Finke Airport,Finke,Australia,FIK
11543,Camocim,Camocim,Brazil,CMC
11544,Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,Brazil,JJG
11545,Linz Hauptbahnhof,Linz,Austria,LZS
11549,Uptown Station,Normal,United States,BNL
11555,Hazrat Nizamuddin Station,Delhi,India,NZM
11560,Sunnyside Municipal Airport,Sunnyside,United States,1S5
11567,Embarcadero,San Francisco,United States,EMB
11577,Hwange (Town) Airport,Hwange,Zimbabwe,WKI
11626,Klaipėda Airport,Klaipeda,Lithuania,KLJ
11628,Jalal-Abad Airport,Jalal-Abad,Kyrgyzstan,ДЖБ
11630,Middleton Municipal Airport - Morey Field,Middleton,United States,C29
11631,West Bend Municipal Airport,WEST BEND,United States,ETB
11632,Gaylord Regional Airport,GAYLORD,United States,GLR
11633,Richard B Helgeson Airport,Two Harbors,United States,TWM
11634,Anderson Municipal Darlington Field,ANDERSON,United States,AID
11635,Cenej Airport,Novi Sad,Serbia,QND
11636,Grundarfjörður Airport,Grundarfjordur,Iceland,GUU
11637,Prairie Du Chien Municipal Airport,Prairie du Chien,United States,PCD
11669,Otjiwarongo Airport,Otjiwarongo,Namibia,OTJ
11676,Taylor Municipal Airport,Taylor,United States,T74
11679,Moriarty Airport,Moriarty,United States,0E0
11682,Grant County Airport,Petersburg,United States,W99
11685,Twin Lakes Airport,Mocksville,United States,8A7
11686,Sandia Airpark Estates East Airport,Edgewood,United States,1N1
11689,Mid valley Airpark,Los Lunas,United States,E98
11690,Alexander Municipal Airport,Belen,United States,E80
11691,Gastons Airport,Lakeview,United States,3M0
11693,Holbrook Municipal Airport,Holbrook,United States,P14
11696,Taos Regional Airport,Taos,United States,TSM
11697,Sun Valley Airport,Bullhead City,United States,A20
11698,Avi Suquilla Airport,Parker,United States,P20
11699,Raton Municipal-Crews Field,Raton,United States,RTN
11700,Fort Collins Downtown Airport,Fort Collins,United States,3V5
11702,Prickett-Grooms Field Airport,Sidnaw,United States,6Y9
11703,Syracuse-Hamilton County Municipal Airport,Syracuse,United States,3K3
11704,Hatch Municipal Airport,Hatch,United States,E05
11705,Shiprock Airstrip,Shiprock,United States,5V5
11706,Aztec Municipal Airport,Aztec,United States,N19
11707,Navajo Lake Airport,Navajo Dam,United States,1V0
11708,Jicarilla Apache Nation Airport,Dulce,United States,24N
11709,Lindrith Airpark,Lindrith,United States,E32
11710,KSXU,Santa Rosa,United States,SXU
11711,Perry Lefors Field,Pampa,United States,PPA
11713,Marion County Regional Airport,Flippin,United States,FLP
11714,Allen County Airport,Iola,United States,K88
11715,Hutchinson County Airport,Borger,United States,BGD
11716,Magdalena Airport,Magdalena,United States,N29
11717,Carrizozo Municipal Airport,Carrizozo,United States,F37
11718,Ohkay Owingeh Airport,Espanola,United States,E14
11719,Questa Municipal Airport Nr 2,Questa,United States,N24
11720,Springer Municipal Airport,Springer,United States,S42
11721,Mountainair Municipal Airport,Mountainair,United States,M10
11722,Estancia Municipal Airport,Estancia,United States,E92
11723,Conchas Lake Airport,Conchas Dam,United States,E89
11724,Eagle Airpark,Bullhead City,United States,A09
11730,Jack Barstow Municipal Airport,Midland,United States,IKW
11737,St. Helena Airport,Longwood,United Kingdom,HLE
11738,Homer-Beluga Lake Seaplane Base,Homer,United States,5BL
11740,Bonn-Hangelar Airport,Sankt-Augustin,Germany,BNJ
11745,Nogliki Airport,Nogliki,Russia,NGK
11746,Santa Ynez Airport,Santa Ynez,United States,SQA
11748,Ibo Island,Ibo Island,Mozambique,IBO
11749,Delingha Airport,Haixi,China,HXD
11750,Qionghai Bo'ao Airport,Qionghai,China,BAR
11758,Newark Station - Delaware,Newark,United States,NWK
11767,Bowen Airport,Bowen,Australia,ZBO
11768,Ulanqab Jining Airport,Wulanchabu,China,UCB
11769,Odienne Airport,Odienne,Cote d'Ivoire,KEO
11771,Siguiri Airport,Siguiri,Guinea,GII
11772,Nzérékoré Airport,Nzerekore,Guinea,NZE
11773,Diomede Heliport,Diomede,United States,DIO
11774,Marinda Raja Ampat Airport,Waisai,Indonesia,RJM
11784,Boolgeeda,Brockman,Australia,OCM
11786,Shaoyang Wugang Airport,Shaoyang,China,WGN
11787,9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,Brazil,TXF
11790,Spartanburg Downtown Memorial Airport,Spartangurg,United States,SPA
11791,Ta'u Airport,Ta'u,American Samoa,TAV
11800,Bajawa Soa Airport,Bajawa,Indonesia,BJW
11806,Annobón Airport,San Antonio de Pale,Equatorial Guinea,NBN
11817,Oyo Ollombo Airport,Oyo,Congo (Brazzaville),OLL
11822,Tri-City Airport,Parsons,United States,PPF
11823,Boun Neau Airport,Phongsaly,Laos,PCQ
11824,Waycross Ware County Airport,Waycross,United States,AYS
11825,Blaise Diagne International Airport,Diass,Senegal,DSS
11827,Bader Field,Atlantic City,United States,AIY
11828,Greater Portsmouth Regional Airport,Portsmouth,United States,PMH
11835,Warszawa Centralna Railway Station,Warszawa,Poland,RWA
11842,Upper cumberland ,Sparta,United States,SRB
11864,Naracoorte Airport,Naracoorte,Australia,NAC
11872,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,PGZ
11890,Istres Le Tube,Istres,France,QIE
11891,Palenque International Airport,Palenque,Mexico,PQM
11892,Caloundra Airport,Caloundra,Australia,CUD
11893,Clarks Point Airport,Clarks Point,United States,CLP
11894,Waterfall Seaplane Base,Waterfall,United States,KWF
11895,Orange Walk Airport,Orange Walk Town,Belize,ORZ
11899,Doris Lake,Doris Lake,Canada,JOJ
11901,Costa Esmeralda Airport,Tola,Nicaragua,ECI
11905,Carti Airport,Carti Islands,Panama,CTE
11907,Pedasi Airport,Pedasi,Panama,PDM
11908,San Miguel Airport,San Miguel,Panama,NMG
11912,Attu Heliport,Attu,Greenland,QGQ
11913,Kangaatsiaq Heliport,Kangaatsiaq,Greenland,QPW
11914,Kitsissuarsuit Heliport,Kitsissuarsuit,Greenland,QJE
11916,Ilimanaq Heliport,Ilimanaq,Greenland,XIQ
11917,Qeqertaq Heliport,Qeqertaq,Greenland,QQT
